target,implementation_mode,paper_mode,repeat,run_id,sample_index,ts,execs_done,execs_per_sec,paths_total,bitmap_cvg,unique_crashes,unique_hangs,recipe_hits,recipe_misses
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,17,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,18,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,19,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,20,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,21,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,22,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,23,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,24,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,25,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,26,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,27,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,28,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,29,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,30,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,31,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,32,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,33,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,34,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,35,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,36,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,37,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,38,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,39,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,40,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,41,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,42,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,43,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,44,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,45,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,46,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,47,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,48,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,49,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,50,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,51,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,52,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,53,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,54,1779372432,188,188000.000000,0,14.820000,0,0,0,0
